date,nav,scheme_name
07-01-2026,182.61990,UTI Nifty 50 Index Fund - Growth Option- Direct
06-01-2026,182.88620,UTI Nifty 50 Index Fund - Growth Option- Direct
05-01-2026,183.38760,UTI Nifty 50 Index Fund - Growth Option- Direct
02-01-2026,183.93740,UTI Nifty 50 Index Fund - Growth Option- Direct
01-01-2026,182.66760,UTI Nifty 50 Index Fund - Growth Option- Direct
31-12-2025,182.55060,UTI Nifty 50 Index Fund - Growth Option- Direct
30-12-2025,181.21880,UTI Nifty 50 Index Fund - Growth Option- Direct
29-12-2025,181.24420,UTI Nifty 50 Index Fund - Growth Option- Direct
26-12-2025,181.94750,UTI Nifty 50 Index Fund - Growth Option- Direct
24-12-2025,182.64690,UTI Nifty 50 Index Fund - Growth Option- Direct
23-12-2025,182.89280,UTI Nifty 50 Index Fund - Growth Option- Direct
22-12-2025,182.86060,UTI Nifty 50 Index Fund - Growth Option- Direct
19-12-2025,181.42460,UTI Nifty 50 Index Fund - Growth Option- Direct
18-12-2025,180.37140,UTI Nifty 50 Index Fund - Growth Option- Direct
17-12-2025,180.39350,UTI Nifty 50 Index Fund - Growth Option- Direct
16-12-2025,180.68510,UTI Nifty 50 Index Fund - Growth Option- Direct
15-12-2025,181.85440,UTI Nifty 50 Index Fund - Growth Option- Direct
12-12-2025,181.99500,UTI Nifty 50 Index Fund - Growth Option- Direct
11-12-2025,180.95940,UTI Nifty 50 Index Fund - Growth Option- Direct
10-12-2025,179.97840,UTI Nifty 50 Index Fund - Growth Option- Direct
09-12-2025,180.55000,UTI Nifty 50 Index Fund - Growth Option- Direct
08-12-2025,181.39590,UTI Nifty 50 Index Fund - Growth Option- Direct
05-12-2025,182.97730,UTI Nifty 50 Index Fund - Growth Option- Direct
04-12-2025,181.91180,UTI Nifty 50 Index Fund - Growth Option- Direct
03-12-2025,181.57890,UTI Nifty 50 Index Fund - Growth Option- Direct
02-12-2025,181.90280,UTI Nifty 50 Index Fund - Growth Option- Direct
01-12-2025,182.90280,UTI Nifty 50 Index Fund - Growth Option- Direct
28-11-2025,183.09200,UTI Nifty 50 Index Fund - Growth Option- Direct
27-11-2025,183.17770,UTI Nifty 50 Index Fund - Growth Option- Direct
26-11-2025,183.10350,UTI Nifty 50 Index Fund - Growth Option- Direct
25-11-2025,180.86240,UTI Nifty 50 Index Fund - Growth Option- Direct
24-11-2025,181.38270,UTI Nifty 50 Index Fund - Growth Option- Direct
21-11-2025,182.14000,UTI Nifty 50 Index Fund - Growth Option- Direct
20-11-2025,183.00360,UTI Nifty 50 Index Fund - Growth Option- Direct
19-11-2025,182.02660,UTI Nifty 50 Index Fund - Growth Option- Direct
18-11-2025,181.03190,UTI Nifty 50 Index Fund - Growth Option- Direct
17-11-2025,181.75210,UTI Nifty 50 Index Fund - Growth Option- Direct
14-11-2025,181.03270,UTI Nifty 50 Index Fund - Growth Option- Direct
13-11-2025,180.81890,UTI Nifty 50 Index Fund - Growth Option- Direct
12-11-2025,180.79640,UTI Nifty 50 Index Fund - Growth Option- Direct
11-11-2025,179.53650,UTI Nifty 50 Index Fund - Growth Option- Direct
10-11-2025,178.69520,UTI Nifty 50 Index Fund - Growth Option- Direct
07-11-2025,178.09380,UTI Nifty 50 Index Fund - Growth Option- Direct
06-11-2025,178.16030,UTI Nifty 50 Index Fund - Growth Option- Direct
04-11-2025,178.77600,UTI Nifty 50 Index Fund - Growth Option- Direct
03-11-2025,179.93240,UTI Nifty 50 Index Fund - Growth Option- Direct
31-10-2025,179.64740,UTI Nifty 50 Index Fund - Growth Option- Direct
30-10-2025,180.73510,UTI Nifty 50 Index Fund - Growth Option- Direct
29-10-2025,181.96450,UTI Nifty 50 Index Fund - Growth Option- Direct
28-10-2025,181.14400,UTI Nifty 50 Index Fund - Growth Option- Direct
27-10-2025,181.35290,UTI Nifty 50 Index Fund - Growth Option- Direct
24-10-2025,180.03720,UTI Nifty 50 Index Fund - Growth Option- Direct
23-10-2025,180.70960,UTI Nifty 50 Index Fund - Growth Option- Direct
20-10-2025,180.37510,UTI Nifty 50 Index Fund - Growth Option- Direct
17-10-2025,179.43310,UTI Nifty 50 Index Fund - Growth Option- Direct
16-10-2025,178.54520,UTI Nifty 50 Index Fund - Growth Option- Direct
15-10-2025,176.71980,UTI Nifty 50 Index Fund - Growth Option- Direct
14-10-2025,175.46090,UTI Nifty 50 Index Fund - Growth Option- Direct
13-10-2025,176.03280,UTI Nifty 50 Index Fund - Growth Option- Direct
10-10-2025,176.44040,UTI Nifty 50 Index Fund - Growth Option- Direct
09-10-2025,175.71880,UTI Nifty 50 Index Fund - Growth Option- Direct
08-10-2025,174.77340,UTI Nifty 50 Index Fund - Growth Option- Direct
07-10-2025,175.20890,UTI Nifty 50 Index Fund - Growth Option- Direct
06-10-2025,174.99610,UTI Nifty 50 Index Fund - Growth Option- Direct
03-10-2025,173.71870,UTI Nifty 50 Index Fund - Growth Option- Direct
01-10-2025,173.31630,UTI Nifty 50 Index Fund - Growth Option- Direct
30-09-2025,171.74580,UTI Nifty 50 Index Fund - Growth Option- Direct
26-09-2025,172.06600,UTI Nifty 50 Index Fund - Growth Option- Direct
25-09-2025,173.71520,UTI Nifty 50 Index Fund - Growth Option- Direct
24-09-2025,174.87480,UTI Nifty 50 Index Fund - Growth Option- Direct
23-09-2025,175.66150,UTI Nifty 50 Index Fund - Growth Option- Direct
22-09-2025,175.89140,UTI Nifty 50 Index Fund - Growth Option- Direct
19-09-2025,176.76430,UTI Nifty 50 Index Fund - Growth Option- Direct
18-09-2025,177.43880,UTI Nifty 50 Index Fund - Growth Option- Direct
17-09-2025,176.78840,UTI Nifty 50 Index Fund - Growth Option- Direct
16-09-2025,176.15330,UTI Nifty 50 Index Fund - Growth Option- Direct
15-09-2025,174.96880,UTI Nifty 50 Index Fund - Growth Option- Direct
12-09-2025,175.28350,UTI Nifty 50 Index Fund - Growth Option- Direct
11-09-2025,174.52730,UTI Nifty 50 Index Fund - Growth Option- Direct
10-09-2025,174.30230,UTI Nifty 50 Index Fund - Growth Option- Direct
09-09-2025,173.57410,UTI Nifty 50 Index Fund - Growth Option- Direct
08-09-2025,172.90830,UTI Nifty 50 Index Fund - Growth Option- Direct
05-09-2025,172.68690,UTI Nifty 50 Index Fund - Growth Option- Direct
04-09-2025,172.64090,UTI Nifty 50 Index Fund - Growth Option- Direct
03-09-2025,172.47560,UTI Nifty 50 Index Fund - Growth Option- Direct
02-09-2025,171.53180,UTI Nifty 50 Index Fund - Growth Option- Direct
01-09-2025,171.84980,UTI Nifty 50 Index Fund - Growth Option- Direct
29-08-2025,170.47060,UTI Nifty 50 Index Fund - Growth Option- Direct
28-08-2025,170.98750,UTI Nifty 50 Index Fund - Growth Option- Direct
26-08-2025,172.46060,UTI Nifty 50 Index Fund - Growth Option- Direct
25-08-2025,174.24400,UTI Nifty 50 Index Fund - Growth Option- Direct
22-08-2025,173.56560,UTI Nifty 50 Index Fund - Growth Option- Direct
21-08-2025,175.05560,UTI Nifty 50 Index Fund - Growth Option- Direct
20-08-2025,174.80690,UTI Nifty 50 Index Fund - Growth Option- Direct
19-08-2025,174.32070,UTI Nifty 50 Index Fund - Growth Option- Direct
18-08-2025,173.58860,UTI Nifty 50 Index Fund - Growth Option- Direct
14-08-2025,171.88010,UTI Nifty 50 Index Fund - Growth Option- Direct
13-08-2025,171.73530,UTI Nifty 50 Index Fund - Growth Option- Direct
12-08-2025,170.81690,UTI Nifty 50 Index Fund - Growth Option- Direct
11-08-2025,171.37160,UTI Nifty 50 Index Fund - Growth Option- Direct
08-08-2025,169.82940,UTI Nifty 50 Index Fund - Growth Option- Direct
07-08-2025,171.43790,UTI Nifty 50 Index Fund - Growth Option- Direct
06-08-2025,171.28630,UTI Nifty 50 Index Fund - Growth Option- Direct
05-08-2025,171.79170,UTI Nifty 50 Index Fund - Growth Option- Direct
04-08-2025,172.30220,UTI Nifty 50 Index Fund - Growth Option- Direct
01-08-2025,171.21160,UTI Nifty 50 Index Fund - Growth Option- Direct
31-07-2025,172.58080,UTI Nifty 50 Index Fund - Growth Option- Direct
30-07-2025,173.18390,UTI Nifty 50 Index Fund - Growth Option- Direct
29-07-2025,172.94960,UTI Nifty 50 Index Fund - Growth Option- Direct
28-07-2025,171.97700,UTI Nifty 50 Index Fund - Growth Option- Direct
25-07-2025,173.04130,UTI Nifty 50 Index Fund - Growth Option- Direct
24-07-2025,174.53180,UTI Nifty 50 Index Fund - Growth Option- Direct
23-07-2025,175.61480,UTI Nifty 50 Index Fund - Growth Option- Direct
22-07-2025,174.51280,UTI Nifty 50 Index Fund - Growth Option- Direct
21-07-2025,174.72060,UTI Nifty 50 Index Fund - Growth Option- Direct
18-07-2025,173.87480,UTI Nifty 50 Index Fund - Growth Option- Direct
17-07-2025,174.77620,UTI Nifty 50 Index Fund - Growth Option- Direct
16-07-2025,175.47510,UTI Nifty 50 Index Fund - Growth Option- Direct
15-07-2025,175.34630,UTI Nifty 50 Index Fund - Growth Option- Direct
14-07-2025,174.55960,UTI Nifty 50 Index Fund - Growth Option- Direct
11-07-2025,175.03110,UTI Nifty 50 Index Fund - Growth Option- Direct
10-07-2025,176.45070,UTI Nifty 50 Index Fund - Growth Option- Direct
09-07-2025,177.28280,UTI Nifty 50 Index Fund - Growth Option- Direct
08-07-2025,177.60580,UTI Nifty 50 Index Fund - Growth Option- Direct
07-07-2025,177.17130,UTI Nifty 50 Index Fund - Growth Option- Direct
04-07-2025,177.16300,UTI Nifty 50 Index Fund - Growth Option- Direct
03-07-2025,176.73320,UTI Nifty 50 Index Fund - Growth Option- Direct
02-07-2025,177.06770,UTI Nifty 50 Index Fund - Growth Option- Direct
01-07-2025,177.68230,UTI Nifty 50 Index Fund - Growth Option- Direct
30-06-2025,177.51150,UTI Nifty 50 Index Fund - Growth Option- Direct
27-06-2025,178.35140,UTI Nifty 50 Index Fund - Growth Option- Direct
26-06-2025,177.46620,UTI Nifty 50 Index Fund - Growth Option- Direct
25-06-2025,175.35870,UTI Nifty 50 Index Fund - Growth Option- Direct
24-06-2025,173.97030,UTI Nifty 50 Index Fund - Growth Option- Direct
23-06-2025,173.46910,UTI Nifty 50 Index Fund - Growth Option- Direct
20-06-2025,174.41200,UTI Nifty 50 Index Fund - Growth Option- Direct
19-06-2025,172.19940,UTI Nifty 50 Index Fund - Growth Option- Direct
18-06-2025,172.33060,UTI Nifty 50 Index Fund - Growth Option- Direct
17-06-2025,172.61810,UTI Nifty 50 Index Fund - Growth Option- Direct
16-06-2025,173.26390,UTI Nifty 50 Index Fund - Growth Option- Direct
13-06-2025,171.68780,UTI Nifty 50 Index Fund - Growth Option- Direct
12-06-2025,172.85510,UTI Nifty 50 Index Fund - Growth Option- Direct
11-06-2025,174.60820,UTI Nifty 50 Index Fund - Growth Option- Direct
10-06-2025,174.35160,UTI Nifty 50 Index Fund - Growth Option- Direct
09-06-2025,174.33110,UTI Nifty 50 Index Fund - Growth Option- Direct
06-06-2025,173.64010,UTI Nifty 50 Index Fund - Growth Option- Direct
05-06-2025,171.89410,UTI Nifty 50 Index Fund - Growth Option- Direct
04-06-2025,170.98970,UTI Nifty 50 Index Fund - Growth Option- Direct
03-06-2025,170.38590,UTI Nifty 50 Index Fund - Growth Option- Direct
02-06-2025,171.53060,UTI Nifty 50 Index Fund - Growth Option- Direct
30-05-2025,171.77150,UTI Nifty 50 Index Fund - Growth Option- Direct
29-05-2025,172.20800,UTI Nifty 50 Index Fund - Growth Option- Direct
28-05-2025,171.63850,UTI Nifty 50 Index Fund - Growth Option- Direct
27-05-2025,172.03830,UTI Nifty 50 Index Fund - Growth Option- Direct
26-05-2025,173.25130,UTI Nifty 50 Index Fund - Growth Option- Direct
23-05-2025,172.22860,UTI Nifty 50 Index Fund - Growth Option- Direct
22-05-2025,170.54340,UTI Nifty 50 Index Fund - Growth Option- Direct
21-05-2025,171.95550,UTI Nifty 50 Index Fund - Growth Option- Direct
20-05-2025,171.05930,UTI Nifty 50 Index Fund - Growth Option- Direct
19-05-2025,172.87350,UTI Nifty 50 Index Fund - Growth Option- Direct
16-05-2025,173.39100,UTI Nifty 50 Index Fund - Growth Option- Direct
15-05-2025,173.59120,UTI Nifty 50 Index Fund - Growth Option- Direct
14-05-2025,170.85510,UTI Nifty 50 Index Fund - Growth Option- Direct
13-05-2025,170.24320,UTI Nifty 50 Index Fund - Growth Option- Direct
12-05-2025,172.64400,UTI Nifty 50 Index Fund - Growth Option- Direct
09-05-2025,166.29450,UTI Nifty 50 Index Fund - Growth Option- Direct
08-05-2025,168.13110,UTI Nifty 50 Index Fund - Growth Option- Direct
07-05-2025,169.10620,UTI Nifty 50 Index Fund - Growth Option- Direct
06-05-2025,168.86620,UTI Nifty 50 Index Fund - Growth Option- Direct
05-05-2025,169.43160,UTI Nifty 50 Index Fund - Growth Option- Direct
02-05-2025,168.64150,UTI Nifty 50 Index Fund - Growth Option- Direct
30-04-2025,168.55680,UTI Nifty 50 Index Fund - Growth Option- Direct
29-04-2025,168.56970,UTI Nifty 50 Index Fund - Growth Option- Direct
28-04-2025,168.51900,UTI Nifty 50 Index Fund - Growth Option- Direct
25-04-2025,166.48920,UTI Nifty 50 Index Fund - Growth Option- Direct
24-04-2025,167.92630,UTI Nifty 50 Index Fund - Growth Option- Direct
23-04-2025,168.49660,UTI Nifty 50 Index Fund - Growth Option- Direct
22-04-2025,167.37740,UTI Nifty 50 Index Fund - Growth Option- Direct
21-04-2025,167.08950,UTI Nifty 50 Index Fund - Growth Option- Direct
17-04-2025,165.19540,UTI Nifty 50 Index Fund - Growth Option- Direct
16-04-2025,162.32600,UTI Nifty 50 Index Fund - Growth Option- Direct
15-04-2025,161.57420,UTI Nifty 50 Index Fund - Growth Option- Direct
11-04-2025,158.11500,UTI Nifty 50 Index Fund - Growth Option- Direct
09-04-2025,155.14260,UTI Nifty 50 Index Fund - Growth Option- Direct
08-04-2025,156.09010,UTI Nifty 50 Index Fund - Growth Option- Direct
07-04-2025,153.49790,UTI Nifty 50 Index Fund - Growth Option- Direct
04-04-2025,158.64680,UTI Nifty 50 Index Fund - Growth Option- Direct
03-04-2025,161.04140,UTI Nifty 50 Index Fund - Growth Option- Direct
02-04-2025,161.61170,UTI Nifty 50 Index Fund - Growth Option- Direct
01-04-2025,160.45780,UTI Nifty 50 Index Fund - Growth Option- Direct
31-03-2025,162.90780,UTI Nifty 50 Index Fund - Growth Option- Direct
28-03-2025,162.90880,UTI Nifty 50 Index Fund - Growth Option- Direct
27-03-2025,163.41570,UTI Nifty 50 Index Fund - Growth Option- Direct
26-03-2025,162.69770,UTI Nifty 50 Index Fund - Growth Option- Direct
25-03-2025,163.95940,UTI Nifty 50 Index Fund - Growth Option- Direct
24-03-2025,163.88850,UTI Nifty 50 Index Fund - Growth Option- Direct
21-03-2025,161.75810,UTI Nifty 50 Index Fund - Growth Option- Direct
20-03-2025,160.65130,UTI Nifty 50 Index Fund - Growth Option- Direct
19-03-2025,158.69210,UTI Nifty 50 Index Fund - Growth Option- Direct
18-03-2025,158.18490,UTI Nifty 50 Index Fund - Growth Option- Direct
17-03-2025,155.93190,UTI Nifty 50 Index Fund - Growth Option- Direct
13-03-2025,155.16210,UTI Nifty 50 Index Fund - Growth Option- Direct
12-03-2025,155.67080,UTI Nifty 50 Index Fund - Growth Option- Direct
11-03-2025,155.86130,UTI Nifty 50 Index Fund - Growth Option- Direct
10-03-2025,155.59360,UTI Nifty 50 Index Fund - Growth Option- Direct
07-03-2025,156.23460,UTI Nifty 50 Index Fund - Growth Option- Direct
06-03-2025,156.17990,UTI Nifty 50 Index Fund - Growth Option- Direct
05-03-2025,154.74460,UTI Nifty 50 Index Fund - Growth Option- Direct
04-03-2025,152.98220,UTI Nifty 50 Index Fund - Growth Option- Direct
03-03-2025,153.23690,UTI Nifty 50 Index Fund - Growth Option- Direct
28-02-2025,153.27710,UTI Nifty 50 Index Fund - Growth Option- Direct
27-02-2025,156.18830,UTI Nifty 50 Index Fund - Growth Option- Direct
25-02-2025,156.20720,UTI Nifty 50 Index Fund - Growth Option- Direct
24-02-2025,156.24810,UTI Nifty 50 Index Fund - Growth Option- Direct
21-02-2025,157.92890,UTI Nifty 50 Index Fund - Growth Option- Direct
20-02-2025,158.74120,UTI Nifty 50 Index Fund - Growth Option- Direct
19-02-2025,158.87890,UTI Nifty 50 Index Fund - Growth Option- Direct
18-02-2025,158.96560,UTI Nifty 50 Index Fund - Growth Option- Direct
17-02-2025,159.06460,UTI Nifty 50 Index Fund - Growth Option- Direct
14-02-2025,158.85780,UTI Nifty 50 Index Fund - Growth Option- Direct
13-02-2025,159.56390,UTI Nifty 50 Index Fund - Growth Option- Direct
12-02-2025,159.66040,UTI Nifty 50 Index Fund - Growth Option- Direct
11-02-2025,159.75160,UTI Nifty 50 Index Fund - Growth Option- Direct
10-02-2025,161.89630,UTI Nifty 50 Index Fund - Growth Option- Direct
07-02-2025,163.13260,UTI Nifty 50 Index Fund - Growth Option- Direct
06-02-2025,163.37370,UTI Nifty 50 Index Fund - Growth Option- Direct
05-02-2025,164.00030,UTI Nifty 50 Index Fund - Growth Option- Direct
04-02-2025,164.29860,UTI Nifty 50 Index Fund - Growth Option- Direct
03-02-2025,161.68280,UTI Nifty 50 Index Fund - Growth Option- Direct
31-01-2025,162.70440,UTI Nifty 50 Index Fund - Growth Option- Direct
30-01-2025,160.87230,UTI Nifty 50 Index Fund - Growth Option- Direct
29-01-2025,160.27580,UTI Nifty 50 Index Fund - Growth Option- Direct
28-01-2025,158.83650,UTI Nifty 50 Index Fund - Growth Option- Direct
27-01-2025,157.95170,UTI Nifty 50 Index Fund - Growth Option- Direct
24-01-2025,159.77300,UTI Nifty 50 Index Fund - Growth Option- Direct
23-01-2025,160.55620,UTI Nifty 50 Index Fund - Growth Option- Direct
22-01-2025,160.21120,UTI Nifty 50 Index Fund - Growth Option- Direct
21-01-2025,159.30880,UTI Nifty 50 Index Fund - Growth Option- Direct
20-01-2025,161.52250,UTI Nifty 50 Index Fund - Growth Option- Direct
17-01-2025,160.54630,UTI Nifty 50 Index Fund - Growth Option- Direct
16-01-2025,161.14900,UTI Nifty 50 Index Fund - Growth Option- Direct
15-01-2025,160.46860,UTI Nifty 50 Index Fund - Growth Option- Direct
14-01-2025,160.21300,UTI Nifty 50 Index Fund - Growth Option- Direct
13-01-2025,159.59120,UTI Nifty 50 Index Fund - Growth Option- Direct
10-01-2025,161.98190,UTI Nifty 50 Index Fund - Growth Option- Direct
09-01-2025,162.63960,UTI Nifty 50 Index Fund - Growth Option- Direct
08-01-2025,163.76350,UTI Nifty 50 Index Fund - Growth Option- Direct
07-01-2025,163.89560,UTI Nifty 50 Index Fund - Growth Option- Direct
06-01-2025,163.26110,UTI Nifty 50 Index Fund - Growth Option- Direct
03-01-2025,165.95070,UTI Nifty 50 Index Fund - Growth Option- Direct
02-01-2025,167.22310,UTI Nifty 50 Index Fund - Growth Option- Direct
01-01-2025,164.14200,UTI Nifty 50 Index Fund - Growth Option- Direct
31-12-2024,163.46480,UTI Nifty 50 Index Fund - Growth Option- Direct
30-12-2024,163.46640,UTI Nifty 50 Index Fund - Growth Option- Direct
27-12-2024,164.63390,UTI Nifty 50 Index Fund - Growth Option- Direct
26-12-2024,164.19690,UTI Nifty 50 Index Fund - Growth Option- Direct
24-12-2024,164.04260,UTI Nifty 50 Index Fund - Growth Option- Direct
23-12-2024,164.22200,UTI Nifty 50 Index Fund - Growth Option- Direct
20-12-2024,163.07700,UTI Nifty 50 Index Fund - Growth Option- Direct
19-12-2024,165.59620,UTI Nifty 50 Index Fund - Growth Option- Direct
18-12-2024,167.30630,UTI Nifty 50 Index Fund - Growth Option- Direct
17-12-2024,168.25580,UTI Nifty 50 Index Fund - Growth Option- Direct
16-12-2024,170.55380,UTI Nifty 50 Index Fund - Growth Option- Direct
13-12-2024,171.24840,UTI Nifty 50 Index Fund - Growth Option- Direct
12-12-2024,169.73080,UTI Nifty 50 Index Fund - Growth Option- Direct
11-12-2024,170.37520,UTI Nifty 50 Index Fund - Growth Option- Direct
10-12-2024,170.15680,UTI Nifty 50 Index Fund - Growth Option- Direct
09-12-2024,170.21970,UTI Nifty 50 Index Fund - Growth Option- Direct
06-12-2024,170.62860,UTI Nifty 50 Index Fund - Growth Option- Direct
05-12-2024,170.84120,UTI Nifty 50 Index Fund - Growth Option- Direct
04-12-2024,169.17590,UTI Nifty 50 Index Fund - Growth Option- Direct
03-12-2024,169.10590,UTI Nifty 50 Index Fund - Growth Option- Direct
