date,nav,scheme_name
06-04-2026,204.43800,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-04-2026,202.24300,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-04-2026,202.75000,HDFC Mid Cap Fund - Growth Option - Direct Plan
31-03-2026,199.41700,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-03-2026,199.41700,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-03-2026,204.03800,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-03-2026,207.59100,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-03-2026,202.86800,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-03-2026,198.61600,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-03-2026,204.93500,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-03-2026,203.61200,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-03-2026,209.62300,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-03-2026,206.21800,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-03-2026,205.63100,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-03-2026,205.99700,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-03-2026,211.45200,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-03-2026,212.64800,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-03-2026,214.59800,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-03-2026,210.94300,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-03-2026,215.23700,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-03-2026,217.04500,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-03-2026,214.60300,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-03-2026,220.17700,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-02-2026,223.95600,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-02-2026,226.79900,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-02-2026,225.85500,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-02-2026,224.60300,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-02-2026,224.86900,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-02-2026,224.10600,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-02-2026,223.59900,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-02-2026,226.72200,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-02-2026,226.05200,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-02-2026,224.57000,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-02-2026,223.49000,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-02-2026,226.10300,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-02-2026,227.17700,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-02-2026,226.93600,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-02-2026,226.72500,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-02-2026,223.96100,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-02-2026,224.59800,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-02-2026,224.74200,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-02-2026,224.32300,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-02-2026,218.91700,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-01-2026,221.44100,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-01-2026,220.05400,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-01-2026,219.86900,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-01-2026,217.84500,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-01-2026,217.29700,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-01-2026,220.49800,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-01-2026,218.09200,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-01-2026,218.89500,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-01-2026,222.77600,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-01-2026,223.51800,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-01-2026,222.23000,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-01-2026,221.65900,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-01-2026,221.70300,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-01-2026,222.32200,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-01-2026,223.69200,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-01-2026,226.95900,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-01-2026,226.63100,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-01-2026,226.65900,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-01-2026,226.58100,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-01-2026,225.02000,HDFC Mid Cap Fund - Growth Option - Direct Plan
31-12-2025,224.74500,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-12-2025,222.38500,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-12-2025,222.41000,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-12-2025,222.77600,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-12-2025,223.50700,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-12-2025,224.88500,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-12-2025,225.48800,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-12-2025,224.13000,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-12-2025,222.12800,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-12-2025,222.00100,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-12-2025,222.44900,HDFC Mid Cap Fund - Growth Option - Direct Plan
15-12-2025,223.77500,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-12-2025,223.39800,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-12-2025,221.62200,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-12-2025,221.13900,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-12-2025,222.55000,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-12-2025,221.48300,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-12-2025,224.68000,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-12-2025,224.26500,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-12-2025,224.19400,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-12-2025,225.88900,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-12-2025,225.84000,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-11-2025,226.06900,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-11-2025,226.08200,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-11-2025,226.26100,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-11-2025,224.14600,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-11-2025,223.44200,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-11-2025,223.28100,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-11-2025,225.64900,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-11-2025,225.47200,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-11-2025,224.79100,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-11-2025,226.08000,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-11-2025,224.34500,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-11-2025,224.35100,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-11-2025,224.60700,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-11-2025,222.60800,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-11-2025,222.30300,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-11-2025,221.56700,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-11-2025,221.16100,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-11-2025,223.50600,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-11-2025,223.34700,HDFC Mid Cap Fund - Growth Option - Direct Plan
31-10-2025,221.52400,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-10-2025,222.57700,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-10-2025,222.51800,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-10-2025,221.82500,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-10-2025,221.62300,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-10-2025,219.56300,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-10-2025,220.41500,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-10-2025,220.05900,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-10-2025,217.99100,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-10-2025,218.55600,HDFC Mid Cap Fund - Growth Option - Direct Plan
15-10-2025,218.09800,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-10-2025,216.04400,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-10-2025,216.97700,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-10-2025,217.33700,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-10-2025,216.54400,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-10-2025,215.60000,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-10-2025,215.96900,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-10-2025,215.38900,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-10-2025,213.64200,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-10-2025,212.45700,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-09-2025,211.77300,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-09-2025,210.14300,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-09-2025,213.33200,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-09-2025,214.52100,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-09-2025,215.91200,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-09-2025,216.40600,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-09-2025,218.76900,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-09-2025,218.33300,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-09-2025,217.23300,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-09-2025,217.02700,HDFC Mid Cap Fund - Growth Option - Direct Plan
15-09-2025,215.61500,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-09-2025,215.35800,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-09-2025,215.46500,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-09-2025,215.01400,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-09-2025,212.84800,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-09-2025,211.98600,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-09-2025,211.63400,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-09-2025,211.92000,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-09-2025,213.15500,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-09-2025,212.25300,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-09-2025,211.76600,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-08-2025,209.33500,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-08-2025,210.11600,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-08-2025,211.70800,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-08-2025,213.97700,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-08-2025,214.05500,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-08-2025,214.33300,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-08-2025,214.83700,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-08-2025,213.95900,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-08-2025,212.99000,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-08-2025,210.61900,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-08-2025,210.62000,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-08-2025,209.87300,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-08-2025,209.80800,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-08-2025,208.66000,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-08-2025,210.19600,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-08-2025,209.07000,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-08-2025,211.30300,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-08-2025,212.02200,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-08-2025,210.43300,HDFC Mid Cap Fund - Growth Option - Direct Plan
31-07-2025,213.54300,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-07-2025,214.73300,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-07-2025,214.36600,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-07-2025,213.15200,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-07-2025,214.19200,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-07-2025,216.84700,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-07-2025,217.84200,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-07-2025,217.50200,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-07-2025,218.20400,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-07-2025,217.97900,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-07-2025,218.85300,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-07-2025,218.73400,HDFC Mid Cap Fund - Growth Option - Direct Plan
15-07-2025,218.59300,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-07-2025,216.83500,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-07-2025,215.90500,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-07-2025,216.61200,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-07-2025,217.44700,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-07-2025,217.44600,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-07-2025,217.42000,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-07-2025,217.52900,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-07-2025,216.55600,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-07-2025,216.83400,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-07-2025,216.60400,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-06-2025,216.47400,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-06-2025,214.42600,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-06-2025,213.83100,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-06-2025,212.70400,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-06-2025,211.26600,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-06-2025,209.36100,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-06-2025,209.22600,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-06-2025,207.64400,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-06-2025,210.01600,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-06-2025,210.13200,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-06-2025,210.87400,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-06-2025,209.04200,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-06-2025,209.78300,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-06-2025,212.55400,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-06-2025,213.10900,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-06-2025,212.97800,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-06-2025,210.70500,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-06-2025,209.24200,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-06-2025,208.45900,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-06-2025,207.52600,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-06-2025,208.15400,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-05-2025,206.90400,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-05-2025,207.48000,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-05-2025,207.16700,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-05-2025,206.93100,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-05-2025,206.69600,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-05-2025,206.30200,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-05-2025,205.02300,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-05-2025,205.36300,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-05-2025,203.77100,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-05-2025,205.70800,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-05-2025,205.19700,HDFC Mid Cap Fund - Growth Option - Direct Plan
15-05-2025,203.71300,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-05-2025,202.60300,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-05-2025,200.00300,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-05-2025,199.46200,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-05-2025,193.53300,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-05-2025,194.01300,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-05-2025,196.42800,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-05-2025,194.53300,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-05-2025,197.52300,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-05-2025,194.99000,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-04-2025,195.45000,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-04-2025,196.38100,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-04-2025,195.99900,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-04-2025,194.24400,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-04-2025,197.24100,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-04-2025,197.12200,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-04-2025,195.51000,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-04-2025,194.35200,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-04-2025,191.42100,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-04-2025,190.17800,HDFC Mid Cap Fund - Growth Option - Direct Plan
15-04-2025,188.52900,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-04-2025,183.57700,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-04-2025,180.45000,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-04-2025,181.74200,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-04-2025,179.05600,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-04-2025,184.71200,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-04-2025,189.68100,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-04-2025,189.78700,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-04-2025,188.30000,HDFC Mid Cap Fund - Growth Option - Direct Plan
31-03-2025,190.72000,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-03-2025,190.72600,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-03-2025,191.29100,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-03-2025,189.93600,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-03-2025,191.35000,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-03-2025,192.75700,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-03-2025,190.67500,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-03-2025,188.31500,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-03-2025,186.66700,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-03-2025,183.55000,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-03-2025,179.94600,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-03-2025,178.72000,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-03-2025,180.44400,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-03-2025,181.31800,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-03-2025,181.34900,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-03-2025,183.27900,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-03-2025,184.16300,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-03-2025,182.77000,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-03-2025,178.24200,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-03-2025,178.67000,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-02-2025,178.62600,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-02-2025,182.39000,HDFC Mid Cap Fund - Growth Option - Direct Plan
25-02-2025,183.10400,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-02-2025,184.07900,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-02-2025,185.65000,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-02-2025,187.77500,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-02-2025,186.03900,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-02-2025,184.29100,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-02-2025,184.79400,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-02-2025,184.34300,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-02-2025,187.87100,HDFC Mid Cap Fund - Growth Option - Direct Plan
12-02-2025,187.54400,HDFC Mid Cap Fund - Growth Option - Direct Plan
11-02-2025,188.39300,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-02-2025,193.16800,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-02-2025,196.63600,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-02-2025,196.21900,HDFC Mid Cap Fund - Growth Option - Direct Plan
05-02-2025,197.58700,HDFC Mid Cap Fund - Growth Option - Direct Plan
04-02-2025,195.63100,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-02-2025,193.04100,HDFC Mid Cap Fund - Growth Option - Direct Plan
31-01-2025,195.30600,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-01-2025,193.48400,HDFC Mid Cap Fund - Growth Option - Direct Plan
29-01-2025,193.40400,HDFC Mid Cap Fund - Growth Option - Direct Plan
28-01-2025,189.34600,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-01-2025,190.00200,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-01-2025,194.56300,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-01-2025,197.60400,HDFC Mid Cap Fund - Growth Option - Direct Plan
22-01-2025,194.88600,HDFC Mid Cap Fund - Growth Option - Direct Plan
21-01-2025,196.36300,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-01-2025,199.23400,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-01-2025,198.21600,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-01-2025,198.76200,HDFC Mid Cap Fund - Growth Option - Direct Plan
15-01-2025,196.76800,HDFC Mid Cap Fund - Growth Option - Direct Plan
14-01-2025,196.35200,HDFC Mid Cap Fund - Growth Option - Direct Plan
13-01-2025,193.75800,HDFC Mid Cap Fund - Growth Option - Direct Plan
10-01-2025,200.56700,HDFC Mid Cap Fund - Growth Option - Direct Plan
09-01-2025,203.62600,HDFC Mid Cap Fund - Growth Option - Direct Plan
08-01-2025,204.98500,HDFC Mid Cap Fund - Growth Option - Direct Plan
07-01-2025,207.12400,HDFC Mid Cap Fund - Growth Option - Direct Plan
06-01-2025,206.21700,HDFC Mid Cap Fund - Growth Option - Direct Plan
03-01-2025,210.93900,HDFC Mid Cap Fund - Growth Option - Direct Plan
02-01-2025,211.22300,HDFC Mid Cap Fund - Growth Option - Direct Plan
01-01-2025,209.09800,HDFC Mid Cap Fund - Growth Option - Direct Plan
31-12-2024,209.07700,HDFC Mid Cap Fund - Growth Option - Direct Plan
30-12-2024,208.90100,HDFC Mid Cap Fund - Growth Option - Direct Plan
27-12-2024,207.73200,HDFC Mid Cap Fund - Growth Option - Direct Plan
26-12-2024,207.78200,HDFC Mid Cap Fund - Growth Option - Direct Plan
24-12-2024,207.40800,HDFC Mid Cap Fund - Growth Option - Direct Plan
23-12-2024,207.01400,HDFC Mid Cap Fund - Growth Option - Direct Plan
20-12-2024,206.69800,HDFC Mid Cap Fund - Growth Option - Direct Plan
19-12-2024,210.87500,HDFC Mid Cap Fund - Growth Option - Direct Plan
18-12-2024,210.99100,HDFC Mid Cap Fund - Growth Option - Direct Plan
17-12-2024,212.23900,HDFC Mid Cap Fund - Growth Option - Direct Plan
16-12-2024,214.12600,HDFC Mid Cap Fund - Growth Option - Direct Plan
